"run_name","split","acc_mean","acc_std"
"likely-dust-639","train","98.60444444444444","2.4769714682089066"
"noble-donkey-635","train","98.52444444444446","3.138847787341521"
"zany-music-647","train","98.25333333333333","3.0629639482286026"
"scarlet-dream-644","train","98.1511111111111","3.429844325733376"
"cerulean-dew-636","train","97.87555555555555","3.8784392941007457"
"peachy-armadillo-640","train","97.78444444444445","3.5075868388535687"
"honest-jazz-643","train","97.18222222222222","4.1125979293379835"
"olive-snow-648","train","96.61555555555556","4.946863827557321"
"crimson-planet-623","train","93.78","7.957231046408414"
"honest-vortex-627","train","93.22888888888887","8.363114488670911"
"still-thunder-620","train","92.71555555555555","8.215467495696123"
"volcanic-microwave-628","train","91.64","9.49764259249709"
"grateful-rain-619","train","91.31333333333333","9.274395657659577"
"mild-resonance-632","train","90.86444444444444","9.77916126575937"
"fearless-flower-624","train","90.77555555555554","9.573264984796767"
"lucky-fire-646","train","90.68222222222221","7.604466199072721"
"effortless-flower-641","train","90.34888888888888","9.534175305994333"
"honest-jazz-643","val","89.97777777777779","7.556960653661474"
"lyric-river-631","train","89.88888888888889","10.263467515031106"
"zany-music-647","val","89.54444444444445","7.907606901811715"
"elated-bee-645","train","89.47111111111111","10.713728587513948"
"quiet-resonance-638","train","89.46","8.58932757252558"
"breezy-moon-642","train","89.27333333333333","8.26698655295064"
"noble-donkey-635","test","89.21333333333334","7.7036095435841"
"worldly-surf-650","train","88.88666666666667","8.861345939068842"
"likely-dust-639","val","88.81555555555556","8.103134890999186"
"lunar-jazz-621","train","88.79111111111112","11.021967738997708"
"olive-snow-648","val","88.76666666666667","7.804770620873137"
"cerulean-dew-636","test","88.72222222222223","7.528505499880332"
"likely-dust-639","test","88.71777777777777","7.801826630054792"
"scarlet-dream-644","test","88.62222222222222","7.880464985967627"
"different-bird-637","train","88.6111111111111","10.873407361739053"
"scarlet-dream-644","val","88.60888888888888","8.065816912696185"
"honest-jazz-643","test","88.19333333333333","8.301072666071983"
"noble-donkey-635","val","88.12222222222222","8.539573817682843"
"peachy-armadillo-640","test","87.97333333333333","8.144938896617312"
"peachy-armadillo-640","val","87.95333333333333","8.21457872953347"
"cerulean-dew-636","val","87.79333333333334","8.431437643767564"
"zany-music-647","test","87.79111111111112","8.115330409436266"
"rosy-aardvark-649","train","87.13777777777779","11.405923520610889"
"olive-snow-648","test","86.50444444444446","8.119499771735317"
"sage-elevator-629","train","85.40444444444445","12.205195412680963"
"ruby-glade-622","train","84.35555555555555","12.313838446396423"
"lucky-fire-646","val","84.12222222222222","9.31044150336891"
"sleek-serenity-626","train","83.64","11.764133816156821"
"dazzling-snowball-630","train","82.70444444444445","13.345163455511551"
"electric-monkey-625","train","82.30222222222223","11.970973948846044"
"quiet-resonance-638","val","82.27555555555554","10.263834145095325"
"breezy-moon-642","val","82.11555555555555","9.98064695198898"
"worldly-surf-650","val","81.97333333333333","10.737233245942727"
"northern-breeze-634","train","81.84666666666666","12.29899905593044"
"quiet-resonance-638","test","81.04222222222221","9.756198156512394"
"drawn-breeze-633","train","80.56666666666666","13.332513863706499"
"grateful-rain-619","val","80.30666666666667","12.20494860170949"
"crimson-planet-623","test","80.19111111111111","11.519988854589945"
"lucky-fire-646","test","80.06222222222223","10.037956606775413"
"still-thunder-620","val","79.79777777777777","11.637130654785278"
"crimson-planet-623","val","79.34222222222223","12.809484140691119"
"breezy-moon-642","test","78.76888888888888","10.128430587847237"
"elated-bee-645","val","78.68222222222222","12.08107406720462"
"lyric-river-631","val","78.27555555555554","12.314926003396684"
"mild-resonance-632","val","77.83111111111111","12.437979272979263"
"volcanic-microwave-628","val","77.80888888888889","12.086806193143717"
"honest-vortex-627","val","77.73555555555556","12.493838283799276"
"fearless-flower-624","val","77.63777777777777","13.242772265804113"
"grateful-rain-619","test","77.31777777777779","12.81329382966894"
"still-thunder-620","test","77.27111111111111","11.5783569912697"
"volcanic-microwave-628","test","77.14444444444445","11.601654841518446"
"rosy-aardvark-649","val","76.95777777777778","12.269733714799958"
"worldly-surf-650","test","76.95333333333333","11.23068086059757"
"effortless-flower-641","val","76.48666666666666","11.492099057210599"
"honest-vortex-627","test","76.31777777777779","11.706398166160731"
"lyric-river-631","test","76.19111111111111","13.441965611701766"
"different-bird-637","val","75.48444444444443","12.028644002680014"
"fearless-flower-624","test","75.02888888888889","12.278583382318304"
"mild-resonance-632","test","74.69777777777777","12.370535283886326"
"effortless-flower-641","test","73.86666666666666","11.345875413069232"
"elated-bee-645","test","73.86444444444446","12.888329298197089"
"ruby-glade-622","val","72.86444444444446","13.425106202306553"
"northern-breeze-634","val","72.82888888888888","11.9322927334416"
"drawn-breeze-633","val","72.6","14.29576471857623"
"lunar-jazz-621","val","71.83555555555554","13.497530455422641"
"sleek-serenity-626","val","71.17555555555555","13.756786697732636"
"electric-monkey-625","val","70.8488888888889","14.293722355126116"
"rosy-aardvark-649","test","70.2511111111111","12.695023035683835"
"different-bird-637","test","69.87777777777778","11.395770278788248"
"dazzling-snowball-630","val","69.55111111111113","13.539297353980604"
"sage-elevator-629","val","68.27777777777779","14.013639740104358"
"sleek-serenity-626","test","67.89777777777778","13.090960786779084"
"electric-monkey-625","test","67.62222222222222","12.31317672201834"
"drawn-breeze-633","test","66.98222222222222","14.21239869069292"
"ruby-glade-622","test","65.95777777777779","13.896698071266808"
"northern-breeze-634","test","65.90222222222222","12.654353469395229"
"sage-elevator-629","test","65.27777777777779","12.728499179322936"
"lunar-jazz-621","test","64.19333333333333","12.483397566961282"
"dazzling-snowball-630","test","62.44","13.202094109984555"